Source;Target;Type;Text;Sentiment;RetweetCount;FavouriteCount;UserName;UserLocation;UserLang;UserFollowers;UserFriends
dayout;saturday;Undirected;Getting ready for a day out with @valkyrie_princess_ #metal #metalhead #selfie #dayout #saturday #weekend… https://t.co/HqMkr95Kd5;0.3612;0;2;Odin Christ;Belfast;en;906;259
dayout;weekend;Undirected;Getting ready for a day out with @valkyrie_princess_ #metal #metalhead #selfie #dayout #saturday #weekend… https://t.co/HqMkr95Kd5;0.3612;0;2;Odin Christ;Belfast;en;906;259
saturday;weekend;Undirected;Getting ready for a day out with @valkyrie_princess_ #metal #metalhead #selfie #dayout #saturday #weekend… https://t.co/HqMkr95Kd5;0.3612;0;2;Odin Christ;Belfast;en;906;259
cardiff;blues;Undirected;RT @cafejazzcardiff: Tonight we will be joined by the blues band The Fugitives from 10pm  #cardiff #blues #livemusic https://t.co/RhwMFch3TH;0.0;2;0;gr8MusicVenues;;en;13294;5114
cardiff;livemusic;Undirected;RT @cafejazzcardiff: Tonight we will be joined by the blues band The Fugitives from 10pm  #cardiff #blues #livemusic https://t.co/RhwMFch3TH;0.0;2;0;gr8MusicVenues;;en;13294;5114
blues;livemusic;Undirected;RT @cafejazzcardiff: Tonight we will be joined by the blues band The Fugitives from 10pm  #cardiff #blues #livemusic https://t.co/RhwMFch3TH;0.0;2;0;gr8MusicVenues;;en;13294;5114
Tomorrow;Manchester;Undirected;#Tomorrow @AatmaVenue #Manchester #Metal  TRADING ARMS - ANONYMOUS https://t.co/7JDNzjmlzj;0.0;0;2;Battle Katz Central;Manchester, England;en;514;2276
Tomorrow;Metal;Undirected;#Tomorrow @AatmaVenue #Manchester #Metal  TRADING ARMS - ANONYMOUS https://t.co/7JDNzjmlzj;0.0;0;2;Battle Katz Central;Manchester, England;en;514;2276
Manchester;Metal;Undirected;#Tomorrow @AatmaVenue #Manchester #Metal  TRADING ARMS - ANONYMOUS https://t.co/7JDNzjmlzj;0.0;0;2;Battle Katz Central;Manchester, England;en;514;2276
Manchester;Metal;Undirected;~Tomorrow @AatmaVenue #Manchester #Metal  HUNG DADDY- See A Doctor - https://t.co/BM93jXlvl0;0.0;0;1;Battle Katz Central;Manchester, England;en;514;2276
Rock;Band;Undirected;❤❤#Rock #Band #U2 SOMETIMES YOU CAN'T MAKE IT ON YOUR OWN 3 SINGLE LOT PROMO #Collectibles #Deals…… https://t.co/7Om6LbSKrW;0.0;0;0;U2 Rock Band;Dublin, Ireland;en;815;5
Rock;U2;Undirected;❤❤#Rock #Band #U2 SOMETIMES YOU CAN'T MAKE IT ON YOUR OWN 3 SINGLE LOT PROMO #Collectibles #Deals…… https://t.co/7Om6LbSKrW;0.0;0;0;U2 Rock Band;Dublin, Ireland;en;815;5
